Date,BIZD
2024-01-02,16.079999923706055
2024-01-03,16.030000686645508
2024-01-04,16.420000076293945
2024-01-05,16.399999618530273
2024-01-08,16.479999542236328
2024-01-09,16.40999984741211
2024-01-10,16.40999984741211
2024-01-11,16.3700008392334
2024-01-12,16.389999389648438
2024-01-16,16.229999542236328
2024-01-17,16.219999313354492
2024-01-18,16.309999465942383
2024-01-19,16.350000381469727
2024-01-22,16.459999084472656
2024-01-23,16.479999542236328
2024-01-24,16.40999984741211
2024-01-25,16.489999771118164
2024-01-26,16.56999969482422
2024-01-29,16.489999771118164
2024-01-30,16.56999969482422
2024-01-31,16.280000686645508
2024-02-01,16.1299991607666
2024-02-02,16.15999984741211
2024-02-05,16.030000686645508
2024-02-06,15.979999542236328
2024-02-07,16.030000686645508
2024-02-08,16.010000228881836
2024-02-09,16.010000228881836
2024-02-12,16.149999618530273
2024-02-13,16.010000228881836
2024-02-14,16.09000015258789
2024-02-15,16.280000686645508
2024-02-16,16.34000015258789
2024-02-20,16.290000915527344
2024-02-21,16.280000686645508
2024-02-22,16.3799991607666
2024-02-23,16.399999618530273
2024-02-26,16.3700008392334
2024-02-27,16.350000381469727
2024-02-28,16.200000762939453
2024-02-29,16.280000686645508
2024-03-01,16.25
2024-03-04,16.280000686645508
2024-03-05,16.18000030517578
2024-03-06,16.31999969482422
2024-03-07,16.360000610351562
2024-03-08,16.399999618530273
2024-03-11,16.459999084472656
2024-03-12,16.510000228881836
2024-03-13,16.549999237060547
2024-03-14,16.290000915527344
2024-03-15,16.40999984741211
2024-03-18,16.350000381469727
2024-03-19,16.350000381469727
2024-03-20,16.43000030517578
2024-03-21,16.5
2024-03-22,16.459999084472656
2024-03-25,16.540000915527344
2024-03-26,16.639999389648438
2024-03-27,16.770000457763672
2024-03-28,16.899999618530273
2024-04-01,16.260000228881836
2024-04-02,16.309999465942383
2024-04-03,16.329999923706055
2024-04-04,16.18000030517578
2024-04-05,16.3700008392334
2024-04-08,16.389999389648438
2024-04-09,16.420000076293945
2024-04-10,16.3700008392334
2024-04-11,16.420000076293945
2024-04-12,16.219999313354492
2024-04-15,16.139999389648438
2024-04-16,16.170000076293945
2024-04-17,16.25
2024-04-18,16.360000610351562
2024-04-19,16.459999084472656
2024-04-22,16.600000381469727
2024-04-23,16.68000030517578
2024-04-24,16.700000762939453
2024-04-25,16.59000015258789
2024-04-26,16.739999771118164
2024-04-29,16.790000915527344
2024-04-30,16.649999618530273
2024-05-01,16.799999237060547
2024-05-02,16.649999618530273
2024-05-03,16.700000762939453
2024-05-06,16.920000076293945
2024-05-07,16.8799991607666
2024-05-08,16.84000015258789
2024-05-09,16.979999542236328
2024-05-10,17.049999237060547
2024-05-13,17.0
2024-05-14,17.100000381469727
2024-05-15,17.0
2024-05-16,16.979999542236328
2024-05-17,17.020000457763672
2024-05-20,17.079999923706055
2024-05-21,17.139999389648438
2024-05-22,17.020000457763672
2024-05-23,16.8799991607666
2024-05-24,17.040000915527344
2024-05-28,17.059999465942383
2024-05-29,17.040000915527344
2024-05-30,17.149999618530273
2024-05-31,17.31999969482422
2024-06-03,17.3799991607666
2024-06-04,17.270000457763672
2024-06-05,17.239999771118164
2024-06-06,17.209999084472656
2024-06-07,17.270000457763672
2024-06-10,17.219999313354492
2024-06-11,17.1200008392334
2024-06-12,17.15999984741211
2024-06-13,17.010000228881836
2024-06-14,17.0
2024-06-17,17.030000686645508
2024-06-18,16.959999084472656
2024-06-20,17.040000915527344
2024-06-21,17.0
2024-06-24,17.079999923706055
2024-06-25,17.020000457763672
2024-06-26,17.030000686645508
2024-06-27,17.139999389648438
2024-06-28,17.110000610351562
2024-07-01,16.6200008392334
2024-07-02,16.780000686645508
2024-07-03,16.90999984741211
2024-07-05,16.969999313354492
2024-07-08,16.979999542236328
2024-07-09,16.84000015258789
2024-07-10,16.950000762939453
2024-07-11,16.989999771118164
2024-07-12,16.979999542236328
2024-07-15,16.940000534057617
2024-07-16,16.90999984741211
2024-07-17,16.8700008392334
2024-07-18,16.739999771118164
2024-07-19,16.65999984741211
2024-07-22,16.809999465942383
2024-07-23,16.709999084472656
2024-07-24,16.549999237060547
2024-07-25,16.579999923706055
2024-07-26,16.739999771118164
2024-07-29,16.690000534057617
2024-07-30,16.829999923706055
2024-07-31,16.65999984741211
2024-08-01,16.549999237060547
2024-08-02,16.020000457763672
2024-08-05,15.5
2024-08-06,15.859999656677246
2024-08-07,15.729999542236328
2024-08-08,15.84000015258789
2024-08-09,15.8100004196167
2024-08-12,15.779999732971191
2024-08-13,15.800000190734863
2024-08-14,15.850000381469727
2024-08-15,16.030000686645508
2024-08-16,16.079999923706055
2024-08-19,16.149999618530273
2024-08-20,16.059999465942383
2024-08-21,16.15999984741211
2024-08-22,16.170000076293945
2024-08-23,16.25
2024-08-26,16.25
2024-08-27,16.329999923706055
2024-08-28,16.229999542236328
2024-08-29,16.329999923706055
2024-08-30,16.440000534057617
2024-09-03,16.350000381469727
2024-09-04,16.329999923706055
2024-09-05,16.34000015258789
2024-09-06,16.1299991607666
2024-09-09,16.170000076293945
2024-09-10,16.110000610351562
2024-09-11,16.139999389648438
2024-09-12,16.270000457763672
2024-09-13,16.440000534057617
2024-09-16,16.450000762939453
2024-09-17,16.31999969482422
2024-09-18,16.389999389648438
2024-09-19,16.549999237060547
2024-09-20,16.479999542236328
2024-09-23,16.520000457763672
2024-09-24,16.510000228881836
2024-09-25,16.309999465942383
2024-09-26,16.420000076293945
2024-09-27,16.559999465942383
